PRO_COM_T,COD_REG,COMUNE,Abitanti
057035,12,Magliano Sabina,3634
057036,12,Marcetelli,69
057037,12,Micigliano,118
057038,12,Mompeo,483
057039,12,Montasola,387
057040,12,Montebuono,869
057041,12,Monteleone Sabino,1201
057042,12,Montenero Sabino,279
053001,9,Arcidosso,4283
053002,9,Campagnatico,2365
054041,10,Pietralunga,2049
054042,10,Poggiodomo,96
054043,10,Preci,714
054045,10,Sant'Anatolia di Narco,546
054046,10,Scheggia e Pascelupo,1347
058105,12,Tolfa,4923
058106,12,Torrita Tiberina,1070
058108,12,Vallepietra,258
058109,12,Vallinfreda,287
057043,12,Monte San Giovanni in Sabina,658
057044,12,Montopoli di Sabina,4160
057045,12,Morro Reatino,352
057046,12,Nespolo,201
057047,12,Orvinio,398
057048,12,Paganico Sabino,157
057049,12,Pescorocchiano,1976
057050,12,Petrella Salto,1097
057051,12,Poggio Bustone,1973
057052,12,Poggio Catino,1268
053003,9,Capalbio,3994
053004,9,Castel del Piano,4827
053005,9,Castell'Azzara,1397
053007,9,Cinigiano,2457
054047,10,Scheggino,464
054048,10,Sellano,1032
054049,10,Sigillo,2321
058112,12,Vicovaro,3802
058113,12,Vivaro Romano,163
057054,12,Poggio Moiano,2811
057055,12,Poggio Nativo,2537
057056,12,Poggio San Lorenzo,517
057057,12,Posta,611
057058,12,Pozzaglia Sabina,314
053008,9,Civitella Paganico,3109
054055,10,Tuoro sul Trasimeno,3810
059002,12,Bassiano,1477
059003,12,Campodimele,597
059004,12,Castelforte,4325
057060,12,Rivodutri,1187
057061,12,Roccantica,543
057062,12,Rocca Sinibalda,779
057063,12,Salisano,518
057064,12,Scandriglia,3125
057065,12,Selci,1081
057066,12,Stimigliano,2317
057067,12,Tarano,1413
057068,12,Toffia,1063
057069,12,Torricella in Sabina,1348
053012,9,Isola del Giglio,1403
053013,9,Magliano in Toscana,3403
054057,10,Valfabbrica,3286
054058,10,Vallo di Nera,357
054059,10,Valtopina,1325
055001,10,Acquasparta,4611
055002,10,Allerona,1722
055003,10,Alviano,1428
057070,12,Torri in Sabina,1223
057071,12,Turania,234
057072,12,Vacone,228
057073,12,Varco Sabino,172
058001,12,Affile,1463
058002,12,Agosta,1738
058004,12,Allumiere,3914
058006,12,Anticoli Corrado,848
058008,12,Arcinazzo Romano,1286
053017,9,Montieri,1163
055005,10,Arrone,2703
055006,10,Attigliano,2012
055007,10,Baschi,2683
055008,10,Calvi dell'Umbria,1765
055009,10,Castel Giorgio,2099
055010,10,Castel Viscardo,2825
055011,10,Fabro,2733
055012,10,Ferentillo,1839
059012,12,Lenola,4161
059013,12,Maenza,3060
059016,12,Norma,3823
058010,12,Arsoli,1454
058012,12,Bellegra,2800
058014,12,Camerata Nuova,420
058016,12,Canale Monterano,4198
058017,12,Canterano,350
053019,9,Pitigliano,3732
053020,9,Roccalbegna,951
055013,10,Ficulle,1622
055014,10,Giove,1874
055015,10,Guardea,1774
055016,10,Lugnano in Teverina,1433
055017,10,Montecastrilli,4936
055018,10,Montecchio,1597
055019,10,Montefranco,1298
055020,10,Montegabbione,1157
055021,10,Monteleone d'Orvieto,1380
059018,12,Ponza,3396
059020,12,Prossedi,1198
059021,12,Roccagorga,4335
059022,12,Rocca Massima,1115
059023,12,Roccasecca dei Volsci,1119
058019,12,Capranica Prenestina,322
058020,12,Carpineto Romano,4278
058021,12,Casape,678
058025,12,Castel San Pietro Romano,853
058027,12,Cerreto Laziale,1081
058028,12,Cervara di Roma,450
053022,9,Santa Fiora,2535
053023,9,Scansano,4348
053024,9,Scarlino,3904
053025,9,Seggiano,990
056025,12,Faleria,2089
056026,12,Farnese,1436
056027,12,Gallese,2728
056028,12,Gradoli,1294
056029,12,Graffignano,2218
056030,12,Grotte di Castro,2531
059030,12,Sperlonga,3236
059031,12,Spigno Saturnia,2914
059033,12,Ventotene,748
060001,12,Acquafondata,274
060002,12,Acuto,1882
058030,12,Ciciliano,1278
058031,12,Cineto Romano,586
058033,12,Civitella San Paolo,2063
058035,12,Colonna,4292
058037,12,Filacciano,434
053026,9,Sorano,3180
053027,9,Monterotondo Marittimo,1298
053028,9,Semproniano,1003
054003,10,Bettona,4322
056031,12,Ischia di Castro,2235
056032,12,Latera,798
056033,12,Lubriano,896
056034,12,Marta,3362
056037,12,Monte Romano,1940
060004,12,Alvito,2586
060005,12,Amaseno,4288
060009,12,Arnara,2287
042004,11,Barbara,1303
042005,11,Belvedere Ostrense,2146
042007,11,Camerata Picena,2547
042011,11,Castelleone di Suasa,1592
042012,11,Castelplanio,3514
042013,11,Cerreto d'Esi,3544
042015,11,Corinaldo,4889
044064,11,Roccafluvione,1960
044065,11,Rotella,843
044073,11,Venarotta,1971
045002,9,Bagnone,1788
051024,9,Monterchi,1718
051027,9,Ortignano Raggiolo,868
051030,9,Pieve Santo Stefano,3060
039017,8,Sant'Agata sul Santerno,2935
039018,8,Solarolo,4506
042016,11,Cupramontana,4485
045004,9,Casola in Lunigiana,994
045005,9,Comano,690
045006,9,Filattiera,2243
045008,9,Fosdinovo,4750
045009,9,Licciana Nardi,4870
049001,9,Bibbona,3239
049003,9,Campo nell'Elba,4817
049004,9,Capoliveri,4103
040004,8,Borghi,2902
042020,11,Genga,1699
042024,11,Mergo,1016
042025,11,Monsano,3326
042026,11,Montecarotto,1886
045012,9,Mulazzo,2333
045013,9,Podenzana,2144
045015,9,Tresana,1934
045016,9,Villafranca in Lunigiana,4675
049005,9,Capraia Isola,392
049010,9,Marciana,2127
049011,9,Marciana Marina,1952
040009,8,Civitella di Romagna,3719
040011,8,Dovadola,1575
040014,8,Galeata,2446
042029,11,Monte Roberto,3068
042031,11,Morro d'Alba,1826
042032,11,Numana,3780
042033,11,Offagna,2039
042036,11,Ostra Vetere,3178
042037,11,Poggio San Marcello,660
045017,9,Zeri,1004
049013,9,Porto Azzurro,3708
049019,9,Sassetta,465
040022,8,Modigliana,4435
040028,8,Montiano,1726
040031,8,Portico e San Benedetto,734
042038,11,Polverigi,4607
042040,11,Rosora,1948
042041,11,San Marcello,2000
042042,11,San Paolo di Jesi,923
042043,11,Santa Maria Nuova,4109
042046,11,Serra de' Conti,3720
046006,9,Camporgiano,2106
046008,9,Careggine,533
046010,9,Castiglione di Garfagnana,1755
049020,9,Suvereto,3044
049021,9,Rio,3430
050006,9,Casale Marittimo,1073
040033,8,Premilcuore,723
040036,8,Rocca San Casciano,1815
040037,8,Roncofreddo,3383
042047,11,Serra San Quirico,2671
042048,11,Sirolo,4101
042049,11,Staffolo,2192
043002,11,Apiro,2126
043003,11,Appignano,4121
043004,11,Belforte del Chienti,1852
043005,11,Bolognola,143
043006,11,Caldarola,1714
046014,9,Fosciandora,571
046015,9,Gallicano,3618
046019,9,Minucciano,1918
046020,9,Molazzana,1038
050010,9,Castellina Marittima,1924
050011,9,Castelnuovo di Val di Cecina,2166
050012,9,Chianni,1330
050014,9,Fauglia,3629
040043,8,Santa Sofia,4080
040044,8,Sarsina,3372
040046,8,Sogliano al Rubicone,3181
043008,11,Camporotondo di Fiastrone,517
043009,11,Castelraimondo,4453
043010,11,Castelsantangelo sul Nera,248
043011,11,Cessapalombo,458
046021,9,Montecarlo,4372
046022,9,Pescaglia,3371
046023,9,Piazza al Serchio,2225
046025,9,Pieve Fosciana,2470
046027,9,San Romano in Garfagnana,1384
050015,9,Guardistallo,1216
050016,9,Lajatico,1303
050019,9,Montecatini Val di Cecina,1660
050020,9,Montescudaio,2133
050021,9,Monteverdi Marittimo,767
050023,9,Orciano Pisano,614
040049,8,Tredozio,1152
040050,8,Verghereto,1784
041001,11,Acqualagna,4292
041002,11,Apecchio,1787
041005,11,Belforte all'Isauro,742
043014,11,Colmurano,1219
043016,11,Esanatoglia,1930
043017,11,Fiastra,644
043019,11,Fiuminata,1313
043020,11,Gagliole,595
043021,11,Gualdo,762
043022,11,Loro Piceno,2263
046030,9,Stazzema,2996
046031,9,Vagli Sotto,877
046034,9,Villa Basilica,1540
046035,9,Villa Collemandina,1268
046036,9,Fabbriche di Vergemoli,799
046037,9,Sillano Giuncugnano,1025
050024,9,Palaia,4565
050025,9,Peccioli,4740
041006,11,Borgo Pace,552
041008,11,Cantiano,2128
041009,11,Carpegna,1649
043025,11,Mogliano,4485
043027,11,Monte Cavallo,111
043029,11,Montefano,3401
043030,11,Montelupone,3472
047007,9,Marliana,3155
050030,9,Riparbella,1601
022134,4,Panchià,827
022135,4,Ronzo-Chienis,994
022136,4,Peio,1836
022137,4,Pellizzano,785
022138,4,Pelugo,402
023045,5,Malcesine,3689
023046,5,Marano di Valpolicella,3153
023047,5,Mezzane di Sotto,2530
023048,5,Minerbe,4562
023049,5,Montecchia di Crosara,4322
026027,5,Follina,3715
022142,4,Pieve Tesino,637
022143,4,Pinzolo,3041
022144,4,Pomarolo,2468
022147,4,Predazzo,4528
022150,4,Rabbi,1343
023054,5,Nogarole Rocca,3735
023056,5,Palù,1252
023057,5,Pastrengo,3143
023061,5,Pressana,2516
023062,5,Rivoli Veronese,2202
023063,5,Roncà,3772
026030,5,Fregona,2854
026034,5,Gorgo al Monticano,4065
022155,4,Romeno,1408
022156,4,Roncegno Terme,2911
022157,4,Ronchi Valsugana,457
022159,4,Ronzone,438
022160,4,Roverè della Luna,1645
022162,4,Ruffrè-Mendola,407
022163,4,Rumo,810
022164,4,Sagron Mis,180
022165,4,Samone,556
023065,5,Roverchiara,2634
023066,5,Roveredo di Guà,1597
023067,5,Roverè Veronese,2096
023068,5,Salizzole,3822
023072,5,Sanguinetto,4119
026041,5,Meduna di Livenza,2946
026042,5,Miane,3225
026044,5,Monastier di Treviso,4403
026045,5,Monfumo,1319
026047,5,Morgano,4458
026048,5,Moriago della Battaglia,2809
038010,8,Jolanda di Savoia,2753
038011,8,Lagosanto,4785
038012,8,Masi Torello,2300
025037,5,Perarolo di Cadore,356
022167,4,San Michele all'Adige,3904
022168,4,Sant'Orsola Terme,1116
022169,4,Sanzeno,912
022170,4,Sarnonico,796
022171,4,Scurelle,1400
022172,4,Segonzano,1422
022173,4,Sfruz,372
022176,4,Soraga di Fassa,683
022177,4,Sover,802
023074,5,San Mauro di Saline,572
023075,5,San Pietro di Morubio,3030
023078,5,Sant'Anna d'Alfaedo,2540
023079,5,San Zeno di Montagna,1414
023080,5,Selva di Progno,894
026052,5,Ormelle,4492
026053,5,Orsago,3867
026060,5,Portobuffolè,750
026061,5,Possagno,2206
025039,5,Pieve di Cadore,3729
025043,5,Rivamonte Agordino,615
025044,5,Rocca Pietore,1196
025045,5,San Gregorio nelle Alpi,1588
025046,5,San Nicolò di Comelico,387
025047,5,San Pietro di Cadore,1583
025049,5,San Tomaso Agordino,612
022179,4,Spiazzo,1252
022180,4,Spormaggiore,1276
022181,4,Sporminore,700
022182,4,Stenico,1205
022183,4,Storo,4579
022184,4,Strembo,592
022188,4,Telve,1916
023084,5,Sorgà,3005
023085,5,Terrazzo,2150
023086,5,Torri del Benaco,3071
023087,5,Tregnago,4909
023088,5,Trevenzuolo,2763
023090,5,Velo Veronese,757
021109,4,Valle di Casies,2325
021110,4,Vandoies,3324
021111,4,Varna,4794
021112,4,Verano,973
021113,4,Villabassa,1602
025050,5,Santo Stefano di Cadore,2474
025051,5,San Vito di Cadore,1929
025054,5,Selva di Cadore,493
025055,5,Seren del Grappa,2429
025056,5,Sospirolo,3127
025057,5,Soverzene,365
022189,4,Telve di Sopra,592
022190,4,Tenna,1045
022191,4,Tenno,2012
022193,4,Terragnolo,699
022195,4,Terzolas,642
022196,4,Tesero,2999
022199,4,Tione di Trento,3660
022200,4,Ton,1310
022202,4,Torcegno,676
023093,5,Vestenanova,2559
023098,5,Zimella,4865
051035,9,Sestino,1256
051038,9,Talla,999
056038,12,Monterosi,4782
056040,12,Onano,977
056041,12,Oriolo Romano,3834
056043,12,Piansano,1972
056044,12,Proceno,539
060011,12,Atina,4264
060012,12,Ausonia,2560
060013,12,Belmonte Castello,700
060015,12,Broccostella,2747
060016,12,Campoli Appennino,1660
060017,12,Casalattico,531
060018,12,Casalvieri,2581
052003,9,Buonconvento,3087
054004,10,Bevagna,4919
054005,10,Campello sul Clitunno,2392
054006,10,Cannara,4305
054007,10,Cascia,3068
054008,10,Castel Ritaldi,3156
058041,12,Gavignano,1922
058044,12,Gerano,1206
058045,12,Gorga,702
056046,12,Villa San Giovanni in Tuscia,1264
056047,12,San Lorenzo Nuovo,2072
056051,12,Tessennano,306
052004,9,Casole d'Elsa,3803
052005,9,Castellina in Chianti,2807
052007,9,Castiglione d'Orcia,2260
052008,9,Cetona,2563
054010,10,Cerreto di Spoleto,1012
054011,10,Citerna,3463
058048,12,Jenne,349
058051,12,Licenza,896
058052,12,Magliano Romano,1503
058053,12,Mandela,911
058055,12,Marano Equo,782
058058,12,Mazzano Romano,3107
056053,12,Valentano,2811
056054,12,Vallerano,2516
056055,12,Vasanello,3970
056056,12,Vejano,2220
056058,12,Vignanello,4433
052010,9,Chiusdino,1845
052013,9,Gaiole in Chianti,2635
054014,10,Collazzone,3388
054016,10,Costacciaro,1143
054019,10,Fossato di Vico,2738
054020,10,Fratta Todina,1840
058061,12,Monteflavio,1242
058062,12,Montelanico,2119
058066,12,Montorio Romano,2034
058067,12,Moricone,2524
058069,12,Nazzano,1355
058070,12,Nemi,1930
057001,12,Accumoli,585
057002,12,Amatrice,2381
052018,9,Monticiano,1525
052019,9,Murlo,2393
054021,10,Giano dell'Umbria,3813
054025,10,Lisciano Niccone,600
058071,12,Nerola,1921
058076,12,Percile,215
058077,12,Pisoniano,736
058078,12,Poli,2321
057003,12,Antrodoco,2438
057004,12,Ascrea,216
057005,12,Belmonte in Sabina,639
057006,12,Borbona,603
057007,12,Borgorose,4374
057008,12,Borgo Velino,947
057009,12,Cantalice,2576
057010,12,Cantalupo in Sabina,1652
057011,12,Casaprota,717
052020,9,Piancastagnaio,4064
052021,9,Pienza,2058
052023,9,Radda in Chianti,1518
052024,9,Radicofani,1073
075017,16,Castri di Lecce,2821
075018,16,Castrignano de' Greci,3829
066082,13,Rocca di Mezzo,1434
066083,13,Rocca Pia,180
066084,13,Roccaraso,1604
066085,13,San Benedetto dei Marsi,3850
066086,13,San Benedetto in Perillis,95
066087,13,San Demetrio ne' Vestini,1931
066088,13,San Pio delle Camere,669
066089,13,Sante Marie,1145
066090,13,Sant'Eusanio Forconese,380
066091,13,Santo Stefano di Sessanio,115
069032,13,Filetto,883
069034,13,Fraine,291
069036,13,Fresagrandinaria,927
069037,13,Frisa,1685
069038,13,Furci,870
069039,13,Gamberale,294
069040,13,Gessopalena,1311
069041,13,Gissi,2642
069042,13,Giuliano Teatino,1198
072008,16,Binetto,2214
070077,14,Tavenna,640
070079,14,Torella del Sannio,727
070080,14,Toro,1328
070081,14,Trivento,4570
070082,14,Tufara,832
070083,14,Ururi,2578
070084,14,Vinchiaturo,3319
071001,16,Accadia,2277
066092,13,San Vincenzo Valle Roveto,2215
066093,13,Scanno,1762
066094,13,Scontrone,544
066095,13,Scoppito,3812
066096,13,Scurcola Marsicana,2781
066097,13,Secinaro,331
069044,13,Guilmi,420
069045,13,Lama dei Peligni,1134
069047,13,Lentella,656
069048,13,Lettopalena,329
069049,13,Liscia,678
069050,13,Miglianico,4776
069051,13,Montazzoli,907
069052,13,Monteferrante,118
069053,13,Montelapiano,82
071002,16,Alberona,902
071003,16,Anzano di Puglia,1185
071006,16,Biccari,2696
066100,13,Tione degli Abruzzi,285
066101,13,Tornimparte,3024
066103,13,Villalago,529
066104,13,Villa Santa Lucia degli Abruzzi,93
066105,13,Villa Sant'Angelo,462
066106,13,Villavallelonga,870
066107,13,Villetta Barrea,617
066108,13,Vittorito,846
067002,13,Ancarano,1855
067003,13,Arsita,798
069054,13,Montenerodomo,640
069055,13,Monteodorisio,2428
069056,13,Mozzagrogna,2458
069057,13,Orsogna,3746
069059,13,Paglieta,4208
069060,13,Palena,1292
069061,13,Palmoli,843
069062,13,Palombaro,976
069063,13,Pennadomo,219
071007,16,Bovino,3138
071009,16,Candela,2732
071011,16,Carlantino,916
071012,16,Carpino,4008
071013,16,Casalnuovo Monterotaro,1434
071014,16,Casalvecchio di Puglia,1763
067005,13,Basciano,2362
067007,13,Bisenti,1798
067009,13,Canzano,1831
067010,13,Castel Castagna,457
067012,13,Castelli,1025
069064,13,Pennapiedimonte,445
069065,13,Perano,1564
069066,13,Pizzoferrato,1006
069067,13,Poggiofiorito,835
069068,13,Pollutri,2131
069069,13,Pretoro,871
069070,13,Quadri,747
069071,13,Rapino,1258
069072,13,Ripa Teatina,4060
069073,13,Roccamontepiano,1635
069074,13,Rocca San Giovanni,2301
069075,13,Roccascalegna,1143
072034,16,Poggiorsini,1352
071015,16,Castelluccio dei Sauri,2097
071016,16,Castelluccio Valmaggiore,1253
071017,16,Castelnuovo della Daunia,1359
071018,16,Celenza Valfortore,1485
071019,16,Celle di San Vito,164
067013,13,Castiglione Messer Raimondo,2185
067014,13,Castilenti,1435
067015,13,Cellino Attanasio,2400
067016,13,Cermignano,1576
067017,13,Civitella del Tronto,4787
067018,13,Colledara,2160
067019,13,Colonnella,3660
067020,13,Controguerra,2302
069076,13,Roccaspinalveti,1229
069077,13,Roio del Sangro,94
069078,13,Rosello,218
069079,13,San Buono,911
069080,13,San Giovanni Lipioni,149
069082,13,San Martino sulla Marrucina,897
069084,13,Santa Maria Imbaro,2074
069085,13,Sant'Eusanio del Sangro,2357
069087,13,Scerni,3127
071021,16,Chieuti,1618
071022,16,Deliceto,3671
071023,16,Faeto,614
067022,13,Cortino,606
067023,13,Crognaleto,1169
067024,13,Fano Adriano,272
067026,13,Isola del Gran Sasso d'Italia,4621
067027,13,Montefino,983
067029,13,Morro d'Oro,3603
069088,13,Schiavi di Abruzzo,732
069089,13,Taranta Peligna,352
069090,13,Tollo,4031
069091,13,Torino di Sangro,3006
069092,13,Tornareccio,1726
069093,13,Torrebruna,776
069094,13,Torrevecchia Teatina,4222
069095,13,Torricella Peligna,1252
069096,13,Treglio,1689
069097,13,Tufillo,376
069098,13,Vacri,1609
071025,16,Ischitella,4373
071026,16,Isole Tremiti,458
067033,13,Penna Sant'Andrea,1708
067034,13,Pietracamela,240
067036,13,Rocca Santa Maria,497
068025,13,Moscufo,3146
068026,13,Nocciano,1813
068029,13,Pescosansonesco,486
068031,13,Picciano,1327
068032,13,Pietranico,467
068033,13,Popoli,4880
068034,13,Roccamorice,937
070030,14,Jelsi,1731
070032,14,Limosano,718
070033,14,Lucito,630
070034,14,Lupara,451
070035,14,Macchia Valfortore,515
073028,16,Torricella,4190
071052,16,Sant'Agata di Puglia,1886
068035,13,Rosciano,3998
068036,13,Salle,282
068037,13,Sant'Eufemia a Maiella,257
068038,13,San Valentino in Abruzzo Citeriore,1904
068039,13,Scafa,3599
068040,13,Serramonacesca,539
068042,13,Tocco da Casauria,2488
068043,13,Torre de' Passeri,2994
068044,13,Turrivalignani,811
068045,13,Vicoli,383
068046,13,Villa Celiera,615
069001,13,Altino,3119
070036,14,Mafalda,1152
070037,14,Matrice,1071
070038,14,Mirabello Sannitico,2123
070039,14,Molise,158
070040,14,Monacilioni,488
070041,14,Montagano,1035
070042,14,Montecilfone,1274
070043,14,Montefalcone nel Sannio,1456
070044,14,Montelongo,332
070045,14,Montemitro,327
071053,16,Serracapriola,3806
069002,13,Archi,2097
069003,13,Ari,1108
069004,13,Arielli,1116
069006,13,Bomba,756
069007,13,Borrello,322
069009,13,Montebello sul Sangro,81
069010,13,Canosa Sannita,1306
069011,13,Carpineto Sinello,549
070047,14,Montorio nei Frentani,392
070048,14,Morrone del Sannio,564
070049,14,Oratino,1656
070050,14,Palata,1648
070051,14,Petacciato,3724
070052,14,Petrella Tifernina,1100
071061,16,Volturara Appula,397
071062,16,Volturino,1656
071063,16,Ordona,2869
071064,16,Zapponeta,3421
069012,13,Carunchio,631
069013,13,Casacanditella,1234
069014,13,Casalanguida,867
069016,13,Casalincontrada,3051
069018,13,Castel Frentano,4371
069019,13,Castelguidone,344
069020,13,Castiglione Messer Marino,1627
070053,14,Pietracatella,1281
070054,14,Pietracupa,220
070055,14,Portocannone,2406
070056,14,Provvidenti,105
070058,14,Ripabottoni,479
070059,14,Ripalimosani,3060
070060,14,Roccavivara,658
069021,13,Celenza sul Trigno,846
069023,13,Civitaluparella,310
069024,13,Civitella Messer Raimondo,807
069025,13,Colledimacine,171
069026,13,Colledimezzo,449
069027,13,Crecchio,2769
069028,13,Cupello,4833
069029,13,Dogliola,326
069030,13,Fara Filiorum Petri,1977
069031,13,Fara San Martino,1324
070061,14,Rotello,1165
070062,14,Salcito,641
070063,14,San Biase,149
070064,14,San Felice del Molise,592
070065,14,San Giacomo degli Schiavoni,1385
070066,14,San Giovanni in Galdo,531
070067,14,San Giuliano del Sannio,950
070068,14,San Giuliano di Puglia,1031
075005,16,Andrano,4726
075007,16,Arnesano,4006
075008,16,Bagnolo del Salento,1815
065091,15,Perdifumo,1767
065092,15,Perito,876
065093,15,Pertosa,670
065094,15,Petina,1083
065095,15,Piaggine,1231
065096,15,Pisciotta,2555
065098,15,Pollica,2284
065100,15,Positano,3854
060028,12,Collepardo,921
060029,12,Colle San Magno,662
060030,12,Coreno Ausonio,1578
060031,12,Esperia,3841
060032,12,Falvaterra,543
060034,12,Filettino,510
060036,12,Fontana Liri,2813
060037,12,Fontechiari,1293
062004,15,Apollosa,2588
062005,15,Arpaia,2000
062006,15,Arpaise,738
062007,15,Baselice,2223
062009,15,Bonea,1381
062010,15,Bucciano,2088
062011,15,Buonalbergo,1633
062012,15,Calvi,2596
062013,15,Campolattaro,999
062014,15,Campoli del Monte Taburno,1603
064027,15,Chianche,459
064028,15,Chiusano di San Domenico,2178
064029,15,Contrada,3013
064030,15,Conza della Campania,1301
064031,15,Domicella,1862
064032,15,Flumeri,2856
064033,15,Fontanarosa,2968
064035,15,Frigento,3541
064036,15,Gesualdo,3418
064037,15,Greci,627
066063,13,Ortona dei Marsi,451
066064,13,Ortucchio,1778
066065,13,Ovindoli,1196
066066,13,Pacentro,1129
066067,13,Pereto,656
066068,13,Pescasseroli,2126
066069,13,Pescina,3949
066070,13,Pescocostanzo,1134
060039,12,Fumone,2048
060040,12,Gallinaro,1249
060041,12,Giuliano di Roma,2412
060042,12,Guarcino,1538
060045,12,Morolo,3243
062015,15,Casalduni,1289
062016,15,Castelfranco in Miscano,863
062017,15,Castelpagano,1407
062018,15,Castelpoto,1172
062019,15,Castelvenere,2644
062020,15,Castelvetere in Val Fortore,1094
062021,15,Cautano,1981
062022,15,Ceppaloni,3285
062023,15,Cerreto Sannita,3747
062024,15,Circello,2263
064039,15,Grottolella,1893
064040,15,Guardia Lombardi,1599
064041,15,Lacedonia,2170
069100,13,Villalfonsina,916
069101,13,Villamagna,2260
069102,13,Villa Santa Maria,1276
069103,13,Pietraferrazzana,131
069104,13,Fallo,120
070001,14,Acquaviva Collecroce,605
070002,14,Baranello,2582
070004,14,Bonefro,1291
070005,14,Busso,1189
073005,16,Faggiano,3470
071032,16,Monteleone di Puglia,977
067042,13,Torano Nuovo,1552
067043,13,Torricella Sicura,2572
067045,13,Tossicia,1289
067046,13,Valle Castellana,903
070007,14,Campochiaro,623
070008,14,Campodipietra,2441
070009,14,Campolieto,826
070011,14,Casacalenda,1988
070012,14,Casalciprano,509
071034,16,Motta Montecorvino,682
071035,16,Orsara di Puglia,2604
071037,16,Panni,740
071038,16,Peschici,4431
068001,13,Abbateggio,365
068002,13,Alanno,3458
068003,13,Bolognano,1066
068004,13,Brittoli,268
068005,13,Bussi sul Tirino,2405
068006,13,Cappelle sul Tavo,4032
068007,13,Caramanico Terme,1890
068008,13,Carpineto della Nora,597
068009,13,Castiglione a Casauria,766
068010,13,Catignano,1280
070013,14,Castelbottaccio,264
070014,14,Castellino del Biferno,511
070015,14,Castelmauro,1384
070016,14,Castropignano,897
070017,14,Cercemaggiore,3675
070018,14,Cercepiccola,623
070019,14,Civitacampomarano,341
070020,14,Colle d'Anchise,768
070021,14,Colletorto,1779
073017,16,Montemesola,3736
073018,16,Monteparano,2340
071039,16,Pietramontecorvino,2612
071040,16,Poggio Imperiale,2609
071041,16,Rignano Garganico,1958
071042,16,Rocchetta Sant'Antonio,1767
071043,16,Rodi Garganico,3571
071044,16,Roseto Valfortore,1054
068013,13,Civitaquana,1217
068014,13,Civitella Casanova,1702
068016,13,Corvara,225
068017,13,Cugnoli,1414
068018,13,Elice,1673
068019,13,Farindola,1418
068020,13,Lettomanoppello,2817
070022,14,Duronia,393
070023,14,Ferrazzano,3260
070024,14,Fossalto,1241
070025,14,Gambatesa,1342
070026,14,Gildone,767
070027,14,Guardialfiera,980
070028,14,Guardiaregia,734
073023,16,Roccaforzata,1806
071048,16,San Marco la Catola,925
068023,13,Montebello di Bertona,940
050034,9,Santa Luce,1619
041016,11,Fratte Rosa,913
041017,11,Frontino,288
041018,11,Frontone,1230
041020,11,Gradara,4897
041021,11,Isola del Piano,555
043032,11,Monte San Martino,716
043034,11,Muccia,865
043035,11,Penna San Giovanni,997
043036,11,Petriolo,1881
043038,11,Pieve Torina,1357
043039,11,Pioraco,1037
043040,11,Poggio San Vicino,229
047018,9,Sambuca Pistoiese,1535
047022,9,Chiesina Uzzanese,4507
047023,9,Abetone Cutigliano,2033
050036,9,Terricciola,4498
041022,11,Lunano,1496
041023,11,Macerata Feltria,1980
041025,11,Mercatello sul Metauro,1321
041026,11,Mercatino Conca,1018
041027,11,Mombaroccio,2076
041028,11,Mondavio,3725
041030,11,Montecalvo in Foglia,2740
041031,11,Monte Cerignone,653
043045,11,Ripe San Ginesio,840
043046,11,San Ginesio,3226
043048,11,Sant'Angelo in Pontano,1353
041032,11,Monteciccardo,1629
041033,11,Montecopiolo,1069
041034,11,Montefelcino,2567
041035,11,Monte Grimano Terme,1112
041038,11,Monte Porzio,2797
041041,11,Peglio,659
043049,11,Sarnano,3120
043050,11,Sefro,436
043051,11,Serrapetrona,916
043052,11,Serravalle di Chienti,1050
051003,9,Badia Tedalda,1030
051007,9,Caprese Michelangelo,1399
051008,9,Castel Focognano,3025
041045,11,Petriano,2784
041047,11,Piandimeleto,2088
041048,11,Pietrarubbia,624
041049,11,Piobbico,1878
041051,11,San Costanzo,4599
041054,11,San Lorenzo in Campo,3254
043055,11,Urbisaglia,2517
043056,11,Ussita,390
043057,11,Visso,1032
043058,11,Valfornace,974
044001,11,Acquasanta Terme,2635
048018,9,Firenzuola,4517
048020,9,Gambassi Terme,4790
051010,9,Castel San Niccolò,2603
051011,9,Castiglion Fibocchi,2125
051014,9,Chitignano,907
051015,9,Chiusi della Verna,1931
041057,11,Sant'Angelo in Vado,4006
041058,11,Sant'Ippolito,1488
041060,11,Sassofeltrio,1368
041061,11,Serra Sant'Abbondio,960
041064,11,Tavoleto,859
044002,11,Acquaviva Picena,3701
044005,11,Appignano del Tronto,1722
044006,11,Arquata del Tronto,1059
044010,11,Carassai,1005
048025,9,Londa,1865
048026,9,Marradi,3014
051021,9,Lucignano,3472
051022,9,Marciano della Chiana,3414
051023,9,Montemignaio,532
044012,11,Castignano,2682
044013,11,Castorano,2305
044014,11,Colli del Tronto,3661
044015,11,Comunanza,3020
044016,11,Cossignano,900
044021,11,Force,1228
044027,11,Maltignano,2296
044029,11,Massignano,1643
048027,9,Montaione,3555
048031,9,Palazzuolo sul Senio,1127
039003,8,Bagnara di Romagna,2416
039005,8,Casola Valsenio,2492
041071,11,Sassocorvaro Auditore,4890
042001,11,Agugliano,4791
042003,11,Arcevia,4325
044031,11,Monsampolo del Tronto,4563
044032,11,Montalto delle Marche,1981
044034,11,Montedinove,506
044036,11,Montefiore dell'Aso,2001
044038,11,Montegallo,463
044044,11,Montemonaco,558
044054,11,Offida,4893
044056,11,Palmiano,171
